STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,ENV_TAXES,Environmental tax type,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,1997,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,1998,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,1999,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2000,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2001,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2002,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2003,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2004,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2005,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2006,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2007,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2008,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2009,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2010,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2011,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2012,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2013,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2014,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2015,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2016,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2017,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2018,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2019,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2020,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,RSRC,Resources,2021,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2000,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2001,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2002,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2003,,0.02,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2004,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2005,,0.02,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2006,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2007,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2008,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2009,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2010,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2011,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2012,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2013,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2014,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2015,,0.02,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2016,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2017,,0.02,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2018,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2019,,0.04,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,PG,Papua New Guinea,TRANS,Transport,2020,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,1995,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,1996,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,1997,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,1998,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,1999,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2000,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2001,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2002,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2003,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2004,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2005,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2006,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2007,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2008,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2009,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2010,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2011,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2012,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2013,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2014,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2015,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2016,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2017,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2018,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2019,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2020,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,ENRG,Energy,2021,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,1995,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,1996,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,1997,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,1998,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,1999,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2000,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2001,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2002,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2003,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2004,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2005,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2006,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2007,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2008,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2009,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2010,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2011,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2012,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2013,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2014,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2015,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2016,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2017,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2018,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2019,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2020,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,POLLN,Pollution,2021,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2007,,3.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2008,,3.2,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2009,,2.6,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2010,,3.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2011,,4.6,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2012,,4.8,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2013,,4.5,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2014,,5,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2015,,4.6,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2016,,5.3,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2017,,5.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2018,,6.2,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2019,,4.7,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,RSRC,Resources,2020,,3.8,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,1995,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,1996,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,1997,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,1998,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,1999,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,2000,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,2001,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,2002,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,2003,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,2004,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_ENV_TAXES(1.0),Environmental Taxes,I,A,Annual,SB,Solomon Islands,TRANS,Transport,2005,,0,,,,PERCENT,percent,,,,,N,National,,
